Nazwa miejscowości ;miasta
Giełdon;giełdon
Giełdoń;giełdoń
Giełozicha;giełozicha
Giełpsz;giełpsz
Giełzów;giełzów
Giemlice;giemlice
Giemziki Dolne;giemziki dolne
Giemziki Górne;giemziki górne
Giemzów;giemzów
Giemzówek;giemzówek
Gieraliszki;gieraliszki
Gierałcice;gierałcice
Gierałcice Małe;gierałcice małe
Gierałtowice;gierałtowice
Gierałtowiczki;gierałtowiczki
Gierałtowiec;gierałtowiec
Gierałtów;gierałtów
Gierałtówek;gierałtówek
Gierasówki;gierasówki
Gieraszowice;gieraszowice
Gieratówka;gieratówka
Gieraty;gieraty
Gierczyce;gierczyce
Gierczyce Poduchowne;gierczyce poduchowne
Gierczyki;gierczyki
Gierczyn;gierczyn
Gierczynowo;gierczynowo
Gierkiny;gierkiny
Gierkowo;gierkowo
Gierkówka;gierkówka
Gierlachów;gierlachów
Gierlachów Bliższy;gierlachów bliższy
Gierlachów Dalszy;gierlachów dalszy
Gierlachy;gierlachy
Gierłachowo;gierłachowo
Gierłatowo;gierłatowo
Gierłoż;gierłoż
Gierłoż Polska;gierłoż polska
Gierniak;gierniak
Gierot;gierot
Gierowa;gierowa
Gierów;gierów
Gierszowice;gierszowice
Gierszówka;gierszówka
Giertugi;giertugi
Giertugowa;giertugowa
Gierwaty;gierwaty
Gierzwałd;gierzwałd
Gieski;gieski
Gietki;gietki
Gietrzwałd;gietrzwałd
Giewartów;giewartów
Giewartów-Holendry;giewartów-holendry
Giezkowo;giezkowo
Giętkie;giętkie
Giętkowizna;giętkowizna
Giętkowo;giętkowo
Giętlewo;giętlewo
Gigoniowa;gigoniowa
Gil Mały;gil mały
Gil Wielki;gil wielki
Gilbowszczyzna;gilbowszczyzna
Gildnica;gildnica
Gile;gile
Gilewo;gilewo
Gilginia;gilginia
Gilino;gilino
Gillershof;gillershof
Gilowa;gilowa
Gilowice;gilowice
Gilowscy;gilowscy
Gilów;gilów
Gilówka;gilówka
Gilówka Dolna;gilówka dolna
Gilówka Górna;gilówka górna
Gilwa;gilwa
Gilwa Mała;gilwa mała
Giławki;giławki
Giławy;giławy
Giłujsze;giłujsze
Ginawa;ginawa
Ginetówka;ginetówka
Ginie;ginie
Gintorowo;gintorowo
Gintro;gintro
Gircze;gircze
Girgajny;girgajny
Gisiel;gisiel
Giszowiec;giszowiec
Giślinek;giślinek
Gizajny;gizajny
Gizałki;gizałki
Gizałki-Las;gizałki-las
Gize;gize
Gizewo;gizewo
Giziewiczka;giziewiczka
Gizowa;gizowa
Gizówka;gizówka
Giżałki;giżałki
Giże;giże
Giżewo;giżewo
Giżkowo;giżkowo
Giżyce;giżyce
Giżycko;giżycko
Giżyczki;giżyczki
Giżyn;giżyn
Giżynek;giżynek
Giżyno;giżyno
Glanów;glanów
Glapiniec;glapiniec
Glapki;glapki
Glaznoty;glaznoty
Glącka;glącka
Glądy;glądy
Gleba;gleba
Glebiska;glebiska
Gledzianów;gledzianów
Gledzianówek;gledzianówek
Glejsk;glejsk
Glemieniec;glemieniec
Glesno;glesno
Gleszczonek;gleszczonek
Glew;glew
Glewice;glewice
Glewiec;glewiec
Glewnik;glewnik
Glewo;glewo
Gleźno;gleźno
Gleźnowo;gleźnowo
Gleźnówko;gleźnówko
Ględowo;ględowo
Ględy;ględy
Glice;glice
Glichów;glichów
Glicko;glicko
Gliczarów Dolny;gliczarów dolny
Gliczarów Górny;gliczarów górny
Gliczyn;gliczyn
Gliczyny;gliczyny
Glidzin;glidzin
Gligi;gligi
Glimy;glimy
Glina;glina
Glina Duża;glina duża
Glina Mała;glina mała
Glina Nadbużna;glina nadbużna
Glina-Kolonia;glina-kolonia
Glincz;glincz
Glinczak;glinczak
Glinek;glinek
Gliniak;gliniak
Gliniaki;gliniaki
Gliniana Góra;gliniana góra
Glinianka;glinianka
Glinianki;glinianki
Gliniany;gliniany
Gliniany Las;gliniany las
Gliniarka;gliniarka
Glinica;glinica
Glinice;glinice
Glinice Wielkie;glinice wielkie
Glinice-Domaniewo;glinice-domaniewo
Gliniczek;gliniczek
Gliniczka;gliniczka
Gliniec;gliniec
Gliniewo;gliniewo
Glinik;glinik
Glinik Charzewski;glinik charzewski
Glinik Dolny;glinik dolny
Glinik Górny;glinik górny
Glinik Mariampolski;glinik mariampolski
Glinik Polski;glinik polski
Glinik Średni;glinik średni
Glinik Zaborowski;glinik zaborowski
Gliniki;gliniki
Gliniska;gliniska
Gliniski;gliniski
Gliniszcze Małe;gliniszcze małe
Gliniszcze Wielkie;gliniszcze wielkie
Glinka;glinka
Glinka Duchowna;glinka duchowna
Glinka Górna;glinka górna
Glinka Szlachecka;glinka szlachecka
Glinka-Osiedle;glinka-osiedle
Glinki;glinki
Glinki Mokre;glinki mokre
Glinki Suche;glinki suche
Glinki-Rafały;glinki-rafały
Glinkowa Droga;glinkowa droga
Glinna;glinna
Glinna Góra;glinna góra
Glinne;glinne
Glinne Pole;glinne pole
Glinnik;glinnik
Glinno;glinno
Glinno Wielkie;glinno wielkie
Glinny Stok;glinny stok
Glinojeck;glinojeck
Glinowo-Leśniczówka;glinowo-leśniczówka
Gliny;gliny
Gliny Małe;gliny małe
Gliny Wielkie;gliny wielkie
Glińce;glińce
Glińsk;glińsk
Glińskie Góry;glińskie góry
Glińsko;glińsko
Glisne;glisne
Glisno;glisno
Gliszcz;gliszcz
Gliśnica;gliśnica
Gliśno Wielkie;gliśno wielkie
Glitajny;glitajny
Gliwice;gliwice
Gliwki;gliwki
Gliznowo;gliznowo
Glów;glów
Glutówka;glutówka
Gluzów;gluzów
Gluzy;gluzy
Gluzy Poduchowne;gluzy poduchowne
Gluzy Szlacheckie;gluzy szlacheckie
Gładczyn;gładczyn
Gładczyn Rządowy;gładczyn rządowy
Gładczyn Szlachecki;gładczyn szlachecki
Gładkie;gładkie
Gładków;gładków
Gładowszczyzna;gładowszczyzna
Gładysz;gładysz
Gładysze;gładysze
Gładyszewo;gładyszewo
Gładyszów;gładyszów
Gładyszówka;gładyszówka
Głaniszew;głaniszew
Głasica;głasica
Głaz;głaz
Głaze;głaze
Głazica;głazica
Głaznów;głaznów
Głazowo;głazowo
Głazów;głazów
Głazówka;głazówka
Głazy;głazy
Głażejewo;głażejewo
Głażewo;głażewo
Głażewo-Cholewy;głażewo-cholewy
Głażewo-Święszki;głażewo-święszki
Głażówka;głażówka
Głażyna;głażyna
Głąb;głąb
Głąbowo;głąbowo
Głąby;głąby
Głębce;głębce
Głębiec;głębiec
Głębinów;głębinów
Głębock;głębock
Głębockie Drugie;głębockie drugie
Głębockie Pierwsze;głębockie pierwsze
Głębocko;głębocko
Głębocz;głębocz
Głębocz Wielki;głębocz wielki
Głęboczek;głęboczek
Głęboczka;głęboczka
Głęboczki;głęboczki
Głęboczkowo;głęboczkowo
Głęboczyca;głęboczyca
Głęboczyzna;głęboczyzna
Głęboka;głęboka
Głęboka Biel;głęboka biel
Głęboka Droga;głęboka droga
Głęboka Łąka;głęboka łąka
Głęboki Bród;głęboki bród
Głęboki Rów;głęboki rów
Głęboki Ruczaj;głęboki ruczaj
Głębokie;głębokie
Głębokie-Kolonia;głębokie-kolonia
Głębokie-Parcele;głębokie-parcele
Głębowice;głębowice
Głębowiec;głębowiec
Głębuczek;głębuczek
Głębuczka;głębuczka
Głobica;głobica
Głobice;głobice
Głobie;głobie
Głobieńszczówka;głobieńszczówka
Głobikowa;głobikowa
Głobikówka;głobikówka
Głobino;głobino
Głodki;głodki
Głodkowa;głodkowa
Głodna Góra;głodna góra
Głodna Górka;głodna górka
Głodna Wieś;głodna wieś
Głodna Wólka;głodna wólka
Głodnica;głodnica
Głodno;głodno
Głodny Kawenczynek;głodny kawenczynek
Głodny Kąt;głodny kąt
Głodny Koniec;głodny koniec
Głodomanek;głodomanek
Głodowa;głodowa
Głodowo;głodowo
Głodowo Małe;głodowo małe
Głodowo Wielkie;głodowo wielkie
Głodowo-Dąb;głodowo-dąb
Głodówka;głodówka
Głodówko;głodówko
Głody;głody
Głodyniec;głodyniec
Głodzino;głodzino
Głogi;głogi
Głoginin;głoginin
Głogno;głogno
Głogoczów;głogoczów
Głogowa;głogowa
Głogowiany-Stara Wieś;głogowiany-stara wieś
Głogowiany-Wrzosy;głogowiany-wrzosy
Głogowiec;głogowiec
Głogowiniec;głogowiniec
Głogowo;głogowo
Głogów;głogów
Głogów Małopolski;głogów małopolski
Głogówek;głogówek
Głogówiec;głogówiec
Głogówko;głogówko
Głogówko Królewskie;głogówko królewskie
Głogusz;głogusz
Głoguszyn;głoguszyn
Głojkowo;głojkowo
Głojsce;głojsce
Głomno;głomno
Głomsk;głomsk
Głoska;głoska
Głosków;głosków
Głosków-Kolonia;głosków-kolonia
Głosków-Letnisko;głosków-letnisko
Głosków-Zielone;głosków-zielone
Głotowo;głotowo
Głowaczewo;głowaczewo
Głowaczka;głowaczka
Głowaczowa;głowaczowa
Głowaczów;głowaczów
Głowaczówka;głowaczówka
Głowaczyna;głowaczyna
Głowbity;głowbity
Głowice;głowice
Głowicówka;głowicówka
Głowienka;głowienka
Głowin;głowin
Głowinkowskie;głowinkowskie
Głowińsk;głowińsk
Głownin;głownin
Głowno;głowno
Głowowa;głowowa
Głowy;głowy
Głożyna;głożyna
Głożyny;głożyny
Głódki;głódki
Głóski;głóski
Główczewice;główczewice
Główczyce;główczyce
Główczyn;główczyn
Główczyno;główczyno
Główczyn-Towarzystwo;główczyn-towarzystwo
Główieniec;główieniec
Główienka;główienka
Główiew;główiew
Główina;główina
Główka;główka
Główkowa;główkowa
Główna;główna
Główne;główne
Główne Miasto;główne miasto
Głubczyce;głubczyce
Głubczyce-Las Marysieńka;głubczyce-las marysieńka
Głubczyce-Sady;głubczyce-sady
Głubczyn;głubczyn
Głuch;głuch
Głucha Dolina;głucha dolina
Głucha Puszcza;głucha puszcza
Głuchaczki;głuchaczki
Głuche;głuche
Głuchołazy;głuchołazy
Głuchowice;głuchowice
Głuchowiec;głuchowiec
Głuchowo;głuchowo
Głuchowo-Huby;głuchowo-huby
Głuchowo-Kolonia;głuchowo-kolonia
Głuchów;głuchów
Głuchów Dolny;głuchów dolny
Głuchów Górny;głuchów górny
Głuchówek;głuchówek
Głuchówki;głuchówki
Głuchów-Kolonia;głuchów-kolonia
Głuchów-Lasy;głuchów-lasy
Głuchy;głuchy
Głuchy Bór;głuchy bór
Głudna;głudna
Głupczów;głupczów
Głupianka;głupianka
Głupianki;głupianki
Głupice;głupice
Głupice-Parcela;głupice-parcela
Głupiejew;głupiejew
Głupiów;głupiów
Głuponie;głuponie
Głusiec;głusiec
Głusino;głusino
Głusk;głusk
Głusko;głusko
Głusko Duże;głusko duże
Głusko Duże-Kolonia;głusko duże-kolonia
Głusko Małe;głusko małe
Głusza;głusza
Głuszczyzna;głuszczyzna
Głuszec;głuszec
Głuszewo;głuszewo
Głuszki;głuszki
Głuszkowo;głuszkowo
Głuszkówka;głuszkówka
Głuszyca;głuszyca
Głuszyca Górna;głuszyca górna
Głuszyn;głuszyn
Głuszyna;głuszyna
Głuszyna Leśna;głuszyna leśna
Głuszyna-Podlas;głuszyna-podlas
Głuszynek;głuszynek
Głuszynko;głuszynko
Głuszyn-Kolonia;głuszyn-kolonia
Głuszyno;głuszyno
Głużek;głużek
Głużek-Kolonia;głużek-kolonia
Gminka;gminka
Gmurowo;gmurowo
Gnaciki;gnaciki
Gnaszyn Dolny;gnaszyn dolny
Gnaszyn Górny;gnaszyn górny
Gnatowice;gnatowice
Gnatowo;gnatowo
Gnaty;gnaty
Gnaty-Gromadze;gnaty-gromadze
Gnaty-Lewiski;gnaty-lewiski
Gnaty-Soczewka;gnaty-soczewka
Gnaty-Szczerbaki;gnaty-szczerbaki
Gnaty-Wieśniany;gnaty-wieśniany
Gnaty-Zarazy;gnaty-zarazy
Gniadki;gniadki
Gniazdek;gniazdek
Gniazdków;gniazdków
Gniazdo;gniazdo
Gniazdowice;gniazdowice
Gniazdowo;gniazdowo
Gniazdów;gniazdów
Gnidówka;gnidówka
Gnidzin;gnidzin
Gniechowice;gniechowice
Gnieciuki;gnieciuki
Gniejewice;gniejewice
Gnieszowice;gnieszowice
Gniew;gniew
Gniewce;gniewce
Gniewczyna Łańcucka;gniewczyna łańcucka
Gniewczyna Tryniecka;gniewczyna tryniecka
Gniewięcin;gniewięcin
Gniewinko;gniewinko
Gniewino;gniewino
Gniewkowice;gniewkowice
Gniewkowo;gniewkowo
Gniewków;gniewków
Gniewkówiec;gniewkówiec
Gniewniewice Folwarczne;gniewniewice folwarczne
Gniewno;gniewno
Gniewomierz;gniewomierz
Gniewomirowice;gniewomirowice
Gniewosy;gniewosy
Gniewosz;gniewosz
Gniewoszów;gniewoszów
Gniewoszówka;gniewoszówka
Gniewoszyce;gniewoszyce
Gniewowo;gniewowo
Gniewów;gniewów
Gniewskie Pole;gniewskie pole
Gniezno;gniezno
Gniezno-Pola;gniezno-pola
Gnieździn-Flakowe;gnieździn-flakowe
Gnieździska;gnieździska
Gnieżdżewo;gnieżdżewo
Gnilec;gnilec
Gniła;gniła
Gnin;gnin
Gniotek;gniotek
Gniszewo;gniszewo
Gnojenko;gnojenko
Gnojewo;gnojewo
Gnojna;gnojna
Gnojnica;gnojnica
Gnojnik;gnojnik
Gnojno;gnojno
Gnuszyn;gnuszyn
Gnypówka;gnypówka
Gobiaty;gobiaty
Gocałki;gocałki
Gocały;gocały
Gocanowo;gocanowo
Gocanówko;gocanówko
Gockowice;gockowice
Gockowo;gockowo
Gockówko;gockówko
Gocław;gocław
Gocławek;gocławek
Gocławice;gocławice
Gocłowo;gocłowo
Gocły;gocły
Gocołowa Górka;gocołowa górka
Goczali;goczali
Goczałki;goczałki
Goczałkowice;goczałkowice
Goczałkowice-Zdrój;goczałkowice-zdrój
Goczałkowo;goczałkowo
Goczałków;goczałków
Goczałków Górny;goczałków górny
Goczałówka;goczałówka
Goczki Polskie;goczki polskie
Goczowska;goczowska
Godacze;godacze
Godałówka;godałówka
Godaszewice;godaszewice
Godawica;godawica
Godawówka;godawówka
Godawy;godawy
Godętowo;godętowo
Godki;godki
Godkowice;godkowice
Godkowo;godkowo
Godków;godków
Godkówka;godkówka
Godków-Osiedle;godków-osiedle
Godlewo;godlewo
Godlewo Wielkie;godlewo wielkie
Godlewo-Baćki;godlewo-baćki
Godlewo-Gorzejewo;godlewo-gorzejewo
Godlewo-Gudosze;godlewo-gudosze
Godlewo-Kolonia;godlewo-kolonia
Godlewo-Łuby;godlewo-łuby
Godlewo-Mierniki;godlewo-mierniki
Godlewo-Milewek;godlewo-milewek
Godlewo-Piętaki;godlewo-piętaki
Godlewo-Plewy;godlewo-plewy
Godlewo-Warsze;godlewo-warsze
Godnowa;godnowa
Godnów;godnów
Godnówka;godnówka
Godosz;godosz
Godowa;godowa
Godowo;godowo
Godów;godów
Godów Dworski;godów dworski
Godula;godula
Godurowo;godurowo
Godusza;godusza
Goduszyn;goduszyn
Godynice;godynice
Godynice Poduchowne;godynice poduchowne
Godzianów;godzianów
Godziątków;godziątków
Godzieby;godzieby
Godziejewo;godziejewo
Godziejów;godziejów
Godziembów;godziembów
Godziesze Małe;godziesze małe
Godziesze Wielkie;godziesze wielkie
Godzieszki;godzieszki
Godzieszowa;godzieszowa
Godzieszów;godzieszów
Godzieszówek;godzieszówek
Godzięba;godzięba
Godzięby;godzięby
Godzięcin;godzięcin
Godziętowy;godziętowy
Godzikowice;godzikowice
Godzikowo;godzikowo
Godzików;godzików
Godzimierz;godzimierz
Godzinowice;godzinowice
Godzisław;godzisław
Godzisz;godzisz
Godziszewo;godziszewo
Godziszewy;godziszewy
Godziszka;godziszka
Godziszka-Wilkowska Górka;godziszka-wilkowska górka
Godziszowa;godziszowa
Godziszów;godziszów
Godziszów Drugi;godziszów drugi
Godziszów Pierwszy;godziszów pierwszy
Godziszów Trzeci;godziszów trzeci
Gogole Wielkie;gogole wielkie
Gogole-Steczki;gogole-steczki
Gogolewko;gogolewko
Gogolewo;gogolewo
Gogolewo-Las;gogolewo-las
Gogolewo-Pola;gogolewo-pola
Gogol-Gajówka;gogol-gajówka
Gogolice;gogolice
Gogolin;gogolin
Gogolina;gogolina
Gogolina-Parcele;gogolina-parcele
Gogolinek;gogolinek
Gogoliński Młyn;gogoliński młyn
Gogołowa;gogołowa
Gogołowice;gogołowice
Gogołów;gogołów
Gogoły;gogoły
Gogółczyn;gogółczyn
Gogółka;gogółka
Gogółkowo;gogółkowo
Goj;goj
Gojanów;gojanów
Gojców;gojców
Gojców-Kolonia;gojców-kolonia
Goje;goje
Gojki;gojki
Gojsc;gojsc
Gojsce;gojsce
Gola;gola
Gola Dolna;gola dolna
Gola Dzierżoniowska;gola dzierżoniowska
Gola Górna;gola górna
Gola Górowska;gola górowska
Gola Grodkowska;gola grodkowska
Gola Mała;gola mała
Gola Świdnicka;gola świdnicka
Gola Wąsoska;gola wąsoska
Gola Wielka;gola wielka
Golaczki;golaczki
Golakowa Szyja;golakowa szyja
Golakówka;golakówka
Golanka;golanka
Golanka Dolna;golanka dolna
Golanka Górna;golanka górna
Golanki;golanki
Golanki Dolne;golanki dolne
Golanki Górne;golanki górne
Golany;golany
Golasowice;golasowice
Golatówka;golatówka
Golądkowo;golądkowo
Goląsza Biska;goląsza biska
Goląsza Dolna;goląsza dolna
Goląsza Górna;goląsza górna
Goląszka;goląszka
Golbice;golbice
Golce;golce
Golcowa;golcowa
Golców;golców
Golcówka;golcówka
Golcówki;golcówki
Golcza;golcza
Golczew;golczew
Golczewice;golczewice
Golczewko;golczewko
Golczewo;golczewo
Golczewo-Gaj;golczewo-gaj
Golczewo-Młyn;golczewo-młyn
Golczowice;golczowice
Gole;gole
Golejewko;golejewko
Golejewo;golejewo
Golejów;golejów
Gole-Kolonia;gole-kolonia
Golemki;golemki
Goleniawy;goleniawy
Golenice;golenice
Golenicki Młyn;golenicki młyn
Goleniowy;goleniowy
Goleniów;goleniów
Goleniów Śląski;goleniów śląski
Goleń;goleń
Goleńsko;goleńsko
Goleńsko Małe;goleńsko małe
Golesze Duże;golesze duże
Golesze Małe;golesze małe
Golesze-Parcela;golesze-parcela
Goleszewo;goleszewo
Goleszowska Wyżnia;goleszowska wyżnia
Goleszów;goleszów
Goleszów Dolny;goleszów dolny
Goleszów Górny;goleszów górny
Goleszyn;goleszyn
Goleszynek;goleszynek
Goleźnia;goleźnia
Golęcin;golęcin
Golęcino;golęcino
Golęciny;golęciny
Golęczewo;golęczewo
Golędzin;golędzin
Golędzinów;golędzinów
Golędzkie;golędzkie
Golęszany;golęszany
Golgota;golgota
Golianki;golianki
Goliany;goliany
Goliany-Parcela;goliany-parcela
Goliaty;goliaty
Golica;golica
Golice;golice
Golice-Kolonia;golice-kolonia
Golikówka;golikówka
Golimowo;golimowo
Golin;golin
Golina;golina
Golina Wielka;golina wielka
Golina-Kolonia;golina-kolonia
Golinka;golinka
Golińsk;golińsk
Goliszew;goliszew
Goliszowiec;goliszowiec
Goliszów;goliszów
Goliszyn;goliszyn
Golka;golka
Golkowice;golkowice
Golków;golków
Golnice;golnice
Golonka;golonka
Golonkówka;golonkówka
Golowice;golowice
Golska Huta;golska huta
Golskie Holendry;golskie holendry
Golub-Dobrzyń;golub-dobrzyń
Golubie;golubie
Golubie Małe;golubie małe
Golubie Wężewskie;golubie wężewskie
Golubka;golubka
Golubki;golubki
Golubki-Cegielnia;golubki-cegielnia
Goła;goła
Gołaczewy;gołaczewy
Gołaczów;gołaczów
Gołaicha;gołaicha
Gołanice;gołanice
Gołańcz;gołańcz
Gołańcz Pomorska;gołańcz pomorska
Gołańka;gołańka
Gołas;gołas
Gołasze Mościckie;gołasze mościckie
Gołasze-Dąb;gołasze-dąb
Gołasze-Górki;gołasze-górki
Gołasze-Puszcza;gołasze-puszcza
Gołaszew;gołaszew
Gołaszewo;gołaszewo
Gołaszewo Kujawskie;gołaszewo kujawskie
Gołaszewo-Piaski;gołaszewo-piaski
Gołaszowiec;gołaszowiec
Gołaszów;gołaszów
Gołaszówka;gołaszówka
Gołaszyce;gołaszyce
Gołaszyn;gołaszyn
Gołaszyny;gołaszyny
Goławice;goławice
Goławice Drugie;goławice drugie
Goławice Pierwsze;goławice pierwsze
Goławiec;goławiec
Goławin;goławin
Gołaźnia;gołaźnia
Gołąb;gołąb
Gołąbek;gołąbek
Gołąbki;gołąbki
Gołąb-Kolonia;gołąb-kolonia
Gołąbkowice;gołąbkowice
Gołcewo;gołcewo
Gołcza;gołcza
Gołczewo;gołczewo
Gołdap;gołdap
Gołdyny;gołdyny
Gołe Łazy;gołe łazy
Gołe Pole;gołe pole
Gołełąki;gołełąki
Gołębia Góra;gołębia góra
Gołębica;gołębica
Gołębice;gołębice
Gołębie;gołębie
Gołębie-Leśniewo;gołębie-leśniewo
Gołębiew Nowy;gołębiew nowy
Gołębiew Stary;gołębiew stary
Gołębiewek Nowy;gołębiewek nowy
Gołębiewek Stary;gołębiewek stary
Gołębiewko;gołębiewko
Gołębiewo;gołębiewo
Gołębiewo Średnie;gołębiewo średnie
Gołębiewo Wielkie;gołębiewo wielkie
Gołębin;gołębin
Gołębiniec;gołębiniec
Gołębin-Parcele;gołębin-parcele
Gołębiowizna;gołębiowizna
Gołębiowo;gołębiowo
Gołębiów;gołębiów
Gołębiów Rządowy;gołębiów rządowy
Gołębiów Szlachecki;gołębiów szlachecki
Gołębiówka;gołębiówka
Gołębiów-Wójtostwo;gołębiów-wójtostwo
Gołębnik;gołębnik
Gołębowiec;gołębowiec
Gołębowo;gołębowo
Gołębsko;gołębsko
Gołęczyna;gołęczyna
Gołkowice;gołkowice
Gołkowice Dolne;gołkowice dolne
Gołkowice Górne;gołkowice górne
Gołkowo;gołkowo
Gołków;gołków
Gołków-Cegielnia;gołków-cegielnia
Gołkówko;gołkówko
Gołków-Letnisko;gołków-letnisko
Gołocice;gołocice
Gołocin;gołocin
Gołocinek;gołocinek
Gołogłowy;gołogłowy
Gołogóra;gołogóra
Gołoniwy;gołoniwy
Gołonóg;gołonóg
Gołostowice;gołostowice
Gołosze;gołosze
Gołoszyce;gołoszyce
Gołoszyce Niższe;gołoszyce niższe
Gołoszyce Wyższe;gołoszyce wyższe
Gołoszyn;gołoszyn
Gołotczyzna;gołotczyzna
Gołoty;gołoty
Gołowa;gołowa
Gołowierzchy;gołowierzchy
Gołowska;gołowska
Gołożyny;gołożyny
Gołówka;gołówka
Gołubie;gołubie
Gołubowszczyzna;gołubowszczyzna
Gołuchowice;gołuchowice
Gołuchowo;gołuchowo
Gołuchów;gołuchów
Gołuchówka;gołuchówka
Gołuchy;gołuchy
Gołunin;gołunin
Gołuń;gołuń
Gołuski;gołuski
Gołuszki;gołuszki
Gołuszkowo;gołuszkowo
Gołuszowice;gołuszowice
Gołuszyce;gołuszyce
Gołuszyn;gołuszyn
Gołutowo;gołutowo
Goły Bór;goły bór
Goły Brzeg;goły brzeg
Gołygów;gołygów
Gołygów Drugi;gołygów drugi
Gołygów Pierwszy;gołygów pierwszy
Gołymin-Ośrodek;gołymin-ośrodek
Gołymin-Południe;gołymin-południe
Gołymin-Północ;gołymin-północ
Gołynia;gołynia
Gołyń;gołyń
Gołysa;gołysa
Gołystok;gołystok
Gołysz;gołysz
Gołyszewy;gołyszewy
Gołyszyn;gołyszyn
Gomole;gomole
Gomulcówka;gomulcówka
Gomulin;gomulin
Gomulin-Kolonia;gomulin-kolonia
Gomulnik;gomulnik
Gomułka;gomułka
Gomunice;gomunice
Goncarzewy;goncarzewy
Gonciarnia;gonciarnia
Gonczary;gonczary
Gongolina;gongolina
Goniądz;goniądz
Gonice;gonice
Gonice Drugie;gonice drugie
Goniczki;goniczki
Gonie;gonie
Goniembice;goniembice
Gonisko;gonisko
Goniszów;goniszów
Goniwilk-Las;goniwilk-las
Gonne Małe;gonne małe
Gonszczołowizna;gonszczołowizna
Gontarze;gontarze
Gonty;gonty
Gonty-Leśniczówka;gonty-leśniczówka
Gończyce;gończyce
Gońska Łąka;gońska łąka
Goplana;goplana
Goplówka;goplówka
Gopło;gopło
Goraj;goraj
Goraj Poduchowny;goraj poduchowny
Gorajec;gorajec
Gorajec-Stara Wieś;gorajec-stara wieś
Gorajec-Zagroble;gorajec-zagroble
Gorajec-Zagroble-Kolonia;gorajec-zagroble-kolonia
Gorajec-Zastawie;gorajec-zastawie
Gorajowice;gorajowice
Goraj-Zamek;goraj-zamek
Goraniec;goraniec
Goranin;goranin
Goraninek;goraninek
Goranin-Folwark;goranin-folwark
Goraszowice;goraszowice
Gorawino;gorawino
Gorazdowo;gorazdowo
Gorąca;gorąca
Gorbacze;gorbacze
Gorce;gorce
Gorcowe;gorcowe
Gorcowiaki;gorcowiaki
Gorczaków;gorczaków
Gorczenica;gorczenica
Gorczeniczka;gorczeniczka
Gorczonki;gorczonki
Gorczyca;gorczyca
Gorczyce;gorczyce
Gorczycew;gorczycew
Gorczyn;gorczyn
Gordanowo;gordanowo
Gordejki;gordejki
Gordejki Małe;gordejki małe
Gorenice;gorenice
Goreń;goreń
Goreń Duży;goreń duży
Goreń Nowy;goreń nowy
Goręczyno;goręczyno
Gorędy;gorędy
Gorgoń;gorgoń
Gorgoszewo;gorgoszewo
Gorlice;gorlice
Gorliczyna;gorliczyna
Gorło;gorło
Gorłówko;gorłówko
Gorodczyno;gorodczyno
Gorodzisko;gorodzisko
Gorszczyzna;gorszczyzna
Gorszewice;gorszewice
Gortatowice;gortatowice
Gortatowiec;gortatowiec
Gortatowo;gortatowo
Gortatowo-Huby;gortatowo-huby
Gortatów;gortatów
Goruńsko;goruńsko
Goruszka;goruszka
Goruszki;goruszki
Goruszów;goruszów
Goryle;goryle
Goryle Niżnie;goryle niżnie
Goryle Wyżnie;goryle wyżnie
Gorylowa;gorylowa
Gorylowa Dolna;gorylowa dolna
Gorylowa Górna;gorylowa górna
Gorylowo;gorylowo
Gorylówka;gorylówka
Goryń;goryń
Gorysławice;gorysławice
Gorysze;gorysze
Goryszewo;goryszewo
Gorzakiew;gorzakiew
